stusps,state,hud_area_code,COUNTY,county_town_name,metro,hud_area_name,fips,pop2022,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,DataSource ,Report Name,URL
AL,01,METRO33860M33860,Autauga County,,1,"Montgomery, AL MSA",0100199999,58760,848,888,1055,1345,1665,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO19300M19300,Baldwin County,,1,"Daphne-Fairhope-Foley, AL MSA",0100399999,233420,972,1043,1244,1550,1975,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01005N01005,Barbour County,,0,"Barbour County, AL",0100599999,24875,587,648,772,996,1027,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820M13820,Bibb County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",0100799999,22250,998,1144,1267,1583,1791,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820M13820,Blount County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",0100999999,59075,998,1144,1267,1583,1791,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01011N01011,Bullock County,,0,"Bullock County, AL",0101199999,10330,578,688,772,1017,1155,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01013N01013,Butler County,,0,"Butler County, AL",0101399999,18980,600,684,809,975,1089,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO11500M11500,Calhoun County,,1,"Anniston-Oxford-Jacksonville, AL MSA",0101599999,116160,725,730,941,1295,1394,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01017N01017,Chambers County,,0,"Chambers County, AL",0101799999,34610,733,760,997,1226,1322,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01019N01019,Cherokee County,,0,"Cherokee County, AL",0101999999,25070,598,663,805,970,1211,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820N01021,Chilton County,,1,"Chilton County, AL HUD Metro FMR Area",0102199999,45140,678,682,881,1203,1208,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01023N01023,Choctaw County,,0,"Choctaw County, AL",0102399999,12670,578,600,772,1007,1309,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01025N01025,Clarke County,,0,"Clarke County, AL",0102599999,23060,578,600,772,1080,1309,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01027N01027,Clay County,,0,"Clay County, AL",0102799999,14210,565,630,772,1058,1133,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01029N01029,Cleburne County,,0,"Cleburne County, AL",0102999999,15145,614,631,828,1039,1245,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01031N01031,Coffee County,,0,"Coffee County, AL",0103199999,53560,642,653,857,1208,1325,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO22520M22520,Colbert County,,1,"Florence-Muscle Shoals, AL MSA",0103399999,57270,674,743,974,1196,1421,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01035N01035,Conecuh County,,0,"Conecuh County, AL",0103599999,11575,578,600,772,1088,1155,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01037N01037,Coosa County,,0,"Coosa County, AL",0103799999,10330,593,615,792,957,1184,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01039N01039,Covington County,,0,"Covington County, AL",0103999999,37540,584,587,772,1020,1285,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01041N01041,Crenshaw County,,0,"Crenshaw County, AL",0104199999,13205,578,587,772,933,1027,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01043N01043,Cullman County,,0,"Cullman County, AL",0104399999,88285,691,695,902,1176,1340,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01045N01045,Dale County,,0,"Dale County, AL",0104599999,49455,669,679,772,1088,1309,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01047N01047,Dallas County,,0,"Dallas County, AL",0104799999,38325,589,625,821,1065,1094,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01049N01049,DeKalb County,,0,"DeKalb County, AL",0104999999,71680,578,587,772,1044,1280,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO33860M33860,Elmore County,,1,"Montgomery, AL MSA",0105199999,87695,848,888,1055,1345,1665,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01053N01053,Escambia County,,0,"Escambia County, AL",0105399999,36755,578,643,772,985,1148,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO23460M23460,Etowah County,,1,"Gadsden, AL MSA",0105599999,103350,646,810,942,1139,1255,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01057N01057,Fayette County,,0,"Fayette County, AL",0105799999,16295,578,687,772,1068,1155,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01059N01059,Franklin County,,0,"Franklin County, AL",0105999999,32010,578,688,772,971,1189,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO20020M20020,Geneva County,,1,"Dothan, AL HUD Metro FMR Area",0106199999,26645,718,722,896,1223,1384,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO46220M01063,Greene County,,1,"Greene County, AL HUD Metro FMR Area",0106399999,7705,813,819,1074,1294,1424,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO46220M46220,Hale County,,1,"Tuscaloosa, AL HUD Metro FMR Area",0106599999,14740,916,922,1138,1450,1509,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO20020N01067,Henry County,,1,"Henry County, AL HUD Metro FMR Area",0106799999,17280,593,597,783,1048,1124,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO20020M20020,Houston County,,1,"Dothan, AL HUD Metro FMR Area",0106999999,107040,718,722,896,1223,1384,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01071N01071,Jackson County,,0,"Jackson County, AL",0107199999,52620,578,674,772,952,1266,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820M13820,Jefferson County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",0107399999,672265,998,1144,1267,1583,1791,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01075N01075,Lamar County,,0,"Lamar County, AL",0107599999,13885,645,648,772,1088,1155,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO22520M22520,Lauderdale County,,1,"Florence-Muscle Shoals, AL MSA",0107799999,94330,674,743,974,1196,1421,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO19460M19460,Lawrence County,,1,"Decatur, AL MSA",0107999999,33115,726,756,923,1214,1456,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO12220M12220,Lee County,,1,"Auburn-Opelika, AL MSA",0108199999,175125,844,1009,1168,1527,1632,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO26620M26620,Limestone County,,1,"Huntsville, AL MSA",0108399999,104200,928,1071,1248,1609,1964,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO33860M33860,Lowndes County,,1,"Montgomery, AL MSA",0108599999,10155,848,888,1055,1345,1665,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01087N01087,Macon County,,0,"Macon County, AL",0108799999,19200,605,617,810,999,1372,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO26620M26620,Madison County,,1,"Huntsville, AL MSA",0108999999,389780,928,1071,1248,1609,1964,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01091N01091,Marengo County,,0,"Marengo County, AL",0109199999,19180,578,688,772,990,1185,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01093N01093,Marion County,,0,"Marion County, AL",0109399999,29205,523,587,772,982,1309,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01095N01095,Marshall County,,0,"Marshall County, AL",0109599999,97925,590,594,780,1050,1053,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO33660M33660,Mobile County,,1,"Mobile, AL HUD Metro FMR Area",0109799999,413880,812,908,1094,1441,1464,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01099N01099,Monroe County,,0,"Monroe County, AL",0109999999,19815,578,687,772,1088,1199,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO33860M33860,Montgomery County,,1,"Montgomery, AL MSA",0110199999,228130,848,888,1055,1345,1665,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO19460M19460,Morgan County,,1,"Decatur, AL MSA",0110399999,123100,726,756,923,1214,1456,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01105N01105,Perry County,,0,"Perry County, AL",0110599999,8480,583,604,778,1023,1164,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO46220N01107,Pickens County,,1,"Pickens County, AL HUD Metro FMR Area",0110799999,18925,615,619,772,1061,1304,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01109N01109,Pike County,,0,"Pike County, AL",0110999999,32995,743,756,992,1199,1322,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01111N01111,Randolph County,,0,"Randolph County, AL",0111199999,22180,578,688,772,1088,1155,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO17980M17980,Russell County,,1,"Columbus, GA-AL HUD Metro FMR Area",0111399999,58850,883,937,1108,1463,1781,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820M13820,St. Clair County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",0111599999,91720,998,1144,1267,1583,1791,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO13820M13820,Shelby County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",0111799999,223915,998,1144,1267,1583,1791,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01119N01119,Sumter County,,0,"Sumter County, AL",0111999999,12195,687,713,918,1109,1325,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01121N01121,Talladega County,,0,"Talladega County, AL",0112199999,81105,555,661,818,1138,1170,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01123N01123,Tallapoosa County,,0,"Tallapoosa County, AL",0112399999,41250,619,638,831,1054,1105,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO46220M46220,Tuscaloosa County,,1,"Tuscaloosa, AL HUD Metro FMR Area",0112599999,231560,916,922,1138,1450,1509,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01127N01127,Walker County,,0,"Walker County, AL",0112799999,64980,578,612,772,1088,1205,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,METRO33660M01129,Washington County,,1,"Washington County, AL HUD Metro FMR Area",0112999999,15435,810,908,1092,1435,1459,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01131N01131,Wilcox County,,0,"Wilcox County, AL",0113199999,10440,702,728,936,1132,1401,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AL,01,NCNTY01133N01133,Winston County,,0,"Winston County, AL",0113399999,23655,578,587,772,1058,1123,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02013N02013,Aleutians East Borough,,0,"Aleutians East Borough, AK",0201399999,3405,973,1229,1361,1640,2151,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02016N02016,Aleutians West Census Area,,0,"Aleutians West Census Area, AK",0201699999,5220,1437,1532,2010,2440,2740,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,METRO11260M11260,Anchorage Municipality,,1,"Anchorage, AK HUD Metro FMR Area",0202099999,290675,1089,1191,1563,2190,2625,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02050N02050,Bethel Census Area,,0,"Bethel Census Area, AK",0205099999,18540,1640,1650,1900,2289,2519,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02060N02060,Bristol Bay Borough,,0,"Bristol Bay Borough, AK",0206099999,855,896,980,1253,1756,1981,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02063N02063,Chugach Census Area,,0,"Chugach Census Area, AK",0206399999,7000,1039,1136,1453,1948,2297,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02066N02066,Copper River Census Area,,0,"Copper River Census Area, AK",0206699999,2615,758,829,1063,1421,1676,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02068N02068,Denali Borough,,0,"Denali Borough, AK",0206899999,2100,896,975,1271,1663,1944,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02070N02070,Dillingham Census Area,,0,"Dillingham Census Area, AK",0207099999,4855,889,1123,1243,1712,1965,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,METRO21820M21820,Fairbanks North Star Borough,,1,"Fairbanks, AK MSA",0209099999,96300,1144,1272,1669,2339,2803,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02100N02100,Haines Borough,,0,"Haines Borough, AK",0210099999,2080,1049,1147,1467,1967,2319,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02105N02105,Hoonah-Angoon Census Area,,0,"Hoonah-Angoon Census Area, AK",0210599999,2330,989,1100,1443,1739,1913,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02110N02110,Juneau City and Borough,,0,"Juneau City and Borough, AK",0211099999,32110,1202,1336,1753,2456,2544,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02122N02122,Kenai Peninsula Borough,,0,"Kenai Peninsula Borough, AK",0212299999,59235,943,949,1245,1745,2091,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02130N02130,Ketchikan Gateway Borough,,0,"Ketchikan Gateway Borough, AK",0213099999,13910,1055,1172,1538,2138,2583,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02150N02150,Kodiak Island Borough,,0,"Kodiak Island Borough, AK",0215099999,13065,1280,1422,1866,2295,2474,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02158N02158,Kusilvak Census Area,,0,Kusilvak Census Area,0215899999,8370,667,730,933,1251,1475,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02164N02164,Lake and Peninsula Borough,,0,"Lake and Peninsula Borough, AK",0216499999,1000,693,826,970,1359,1533,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,METRO11260N02170,Matanuska-Susitna Borough,,1,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",0217099999,108660,1019,1055,1384,1939,2324,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02180N02180,Nome Census Area,,0,"Nome Census Area, AK",0218099999,10020,1197,1267,1477,2070,2335,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02185N02185,North Slope Borough,,0,"North Slope Borough, AK",0218599999,10925,1238,1376,1805,2175,2393,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02188N02188,Northwest Arctic Borough,,0,"Northwest Arctic Borough, AK",0218899999,7680,1290,1434,1881,2560,2973,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02195N02195,Petersburg Borough,Petersburg Census Area,0,Petersburg Borough,0219599999,3375,976,1083,1365,1645,1944,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02198N02198,Prince of Wales-Hyder Census Area,,0,"Prince of Wales-Hyder Census Area, AK",0219899999,5800,873,946,1048,1392,1445,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02220N02220,Sitka City and Borough,,0,"Sitka City and Borough, AK",0222099999,8460,1048,1248,1498,2099,2516,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02230N02230,Skagway Municipality,,0,"Skagway Municipality, AK",0223099999,1305,1094,1216,1595,1922,2521,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02240N02240,Southeast Fairbanks Census Area,,0,"Southeast Fairbanks Census Area, AK",0224099999,6890,894,1122,1250,1752,1976,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02275N02275,Wrangell City and Borough,,0,"Wrangell City and Borough, AK",0227599999,2135,795,848,1112,1558,1758,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02282N02282,Yakutat City and Borough,,0,"Yakutat City and Borough, AK",0228299999,565,925,1012,1294,1632,2046,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AK,02,NCNTY02290N02290,Yukon-Koyukuk Census Area,,0,"Yukon-Koyukuk Census Area, AK",0229099999,5355,951,988,1094,1511,1729,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04001N04001,Apache County,,0,"Apache County, AZ",0400199999,66055,795,887,1159,1557,1642,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,METRO43420M43420,Cochise County,,1,"Sierra Vista-Douglas, AZ MSA",0400399999,125505,854,1085,1201,1683,2017,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,METRO22380M22380,Coconino County,,1,"Flagstaff, AZ MSA",0400599999,144705,1564,1714,1942,2379,2666,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04007N04007,Gila County,,0,"Gila County, AZ",0400799999,53420,966,1078,1409,1925,2004,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04009N04009,Graham County,,0,"Graham County, AZ",0400999999,38455,985,994,1259,1703,2114,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04011N04011,Greenlee County,,0,"Greenlee County, AZ",0401199999,9485,818,1077,1193,1437,1582,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04012N04012,La Paz County,,0,"La Paz County, AZ",0401299999,16680,886,908,1191,1669,2000,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,METRO38060M38060,Maricopa County,,1,"Phoenix-Mesa-Scottsdale, AZ MSA",0401399999,4430870,1530,1679,1950,2624,2934,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,METRO29420M29420,Mohave County,,1,"Lake Havasu City-Kingman, AZ MSA",0401599999,214230,1051,1051,1357,1883,2092,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
AZ,04,NCNTY04017N04017,Navajo County,,0,"Navajo County, AZ",0401799999,107110,999,1055,1384,1711,1835,U.S. Department of Housing and Urban Development (HUD),Fair Market Rents 2025 County Level Data,https://www.huduser.gov/portal/datasets/fmr.html#data_2025
